orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
2267,John Lee,Standard Class,270.72,3,0,78.5088,Home Office,West,California,Appliances                                        ,Office Supplies,25,Donnerstag,4,2013,30,4,2013,5
2268,Gary Hansen,Second Class,541.44,6,0,157.0176,Consumer,West,California,Appliances                                        ,Office Supplies,15,Samstag,2,2014,18,2,2014,3
2269,Filia McAdams,Standard Class,75.6,2,0.8,-166.32,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,25,Samstag,5,2013,29,5,2013,4
2270,Roy Skaria,Second Class,453.6,3,0.2,90.72,Corporate,East,Pennsylvania,Appliances                                        ,Office Supplies,19,Freitag,6,2015,21,6,2015,2
2271,Bill Donatelli,Standard Class,378,2,0,136.08,Consumer,Central,Nebraska,Appliances                                        ,Office Supplies,14,Montag,9,2015,19,9,2015,5
2272,Bill Donatelli,Second Class,850.5,5,0.1,245.7,Home Office,Central,Michigan,Appliances                                        ,Office Supplies,23,Freitag,5,2014,27,5,2014,4
2273,Logan Haushalter,Second Class,189,1,0,68.04,Home Office,West,California,Appliances                                        ,Office Supplies,9,Freitag,12,2016,13,12,2016,4
2274,Victoria Pisteka,First Class,250.26,6,0,72.5754,Consumer,West,California,Appliances                                        ,Office Supplies,5,Donnerstag,12,2013,7,12,2013,2
2275,Grant Donatelli,Standard Class,125.13,3,0,36.2877,Corporate,East,Maryland,Appliances                                        ,Office Supplies,28,Samstag,5,2016,1,6,2016,4
2276,Grant Donatelli,Standard Class,166.84,5,0.2,18.7695,Corporate,South,North Carolina,Appliances                                        ,Office Supplies,12,Donnerstag,9,2013,17,9,2013,5
2277,Frank Merwin,Standard Class,133.472,4,0.2,15.0156,Consumer,West,Oregon,Appliances                                        ,Office Supplies,10,Sonntag,8,2014,16,8,2014,6
2278,Joy Smith,Same Day,83.42,2,0,24.1918,Consumer,West,California,Appliances                                        ,Office Supplies,12,Samstag,12,2015,12,12,2015,0
2279,Beth Fritzler,First Class,17.24,2,0,4.4824,Corporate,South,Georgia,Appliances                                        ,Office Supplies,18,Mittwoch,5,2016,19,5,2016,1
2280,Beth Fritzler,Standard Class,41.376,6,0.2,3.1032,Corporate,East,Pennsylvania,Appliances                                        ,Office Supplies,26,Donnerstag,9,2013,30,9,2013,4
2281,Bryan Davis,First Class,77.58,9,0,20.1708,Corporate,East,Maryland,Appliances                                        ,Office Supplies,7,Donnerstag,8,2014,9,8,2014,2
2282,Dennis Bolton,Standard Class,25.86,3,0,6.7236,Corporate,West,California,Appliances                                        ,Office Supplies,25,Montag,1,2016,30,1,2016,5
2283,Don Jones,Standard Class,25.86,3,0,6.7236,Consumer,South,Georgia,Appliances                                        ,Office Supplies,23,Samstag,8,2014,28,8,2014,5
2284,David Flashing,Standard Class,43.1,5,0,11.206,Consumer,West,Washington,Appliances                                        ,Office Supplies,24,Montag,8,2015,31,8,2015,7
2285,Chris Selesnick,Second Class,43.1,5,0,11.206,Home Office,West,California,Appliances                                        ,Office Supplies,2,Freitag,9,2016,4,9,2016,2
2286,Nat Gilpin,Standard Class,60.34,7,0,15.6884,Corporate,Central,Nebraska,Appliances                                        ,Office Supplies,10,Donnerstag,12,2015,14,12,2015,4
2287,Paul Van Hugh,Standard Class,8.62,1,0,2.2412,Home Office,West,California,Appliances                                        ,Office Supplies,21,Montag,11,2016,25,11,2016,4
2288,Paul Van Hugh,Standard Class,97.16,2,0,28.1764,Consumer,West,Washington,Appliances                                        ,Office Supplies,19,Donnerstag,5,2016,23,5,2016,4
2289,Dennis Kane,First Class,194.32,4,0,56.3528,Consumer,South,Virginia,Appliances                                        ,Office Supplies,23,Dienstag,12,2014,26,12,2014,3
2290,Ken Dana,Standard Class,242.9,5,0,70.441,Consumer,East,New York,Appliances                                        ,Office Supplies,20,Mittwoch,5,2015,25,5,2015,5
2291,Ken Dana,Standard Class,87.444,2,0.1,18.4604,Corporate,Central,Michigan,Appliances                                        ,Office Supplies,7,Samstag,5,2016,11,5,2016,4
2292,Alan Hwang,Standard Class,272.048,7,0.2,30.6054,Consumer,South,Tennessee,Appliances                                        ,Office Supplies,13,Samstag,8,2016,18,8,2016,5
2293,Alan Hwang,Standard Class,19.432,2,0.8,-49.5516,Consumer,Central,Texas,Appliances                                        ,Office Supplies,20,Freitag,12,2013,25,12,2013,5
2294,Carlos Soltero,Standard Class,38.864,4,0.8,-99.1032,Home Office,Central,Texas,Appliances                                        ,Office Supplies,17,Mittwoch,8,2016,24,8,2016,7
2295,Carlos Soltero,Standard Class,93.032,2,0.8,-251.1864,Corporate,Central,Texas,Appliances                                        ,Office Supplies,27,Sonntag,9,2015,1,10,2015,4
2296,Nicole Hansen,Standard Class,465.16,2,0,120.9416,Consumer,Central,Indiana,Appliances                                        ,Office Supplies,29,Sonntag,5,2016,4,6,2016,6
2297,Nicole Hansen,First Class,465.16,2,0,120.9416,Consumer,East,Connecticut,Appliances                                        ,Office Supplies,13,Sonntag,3,2016,15,3,2016,2
2298,Darren Budd,Standard Class,11.67,3,0,3.0342,Corporate,East,New Jersey,Appliances                                        ,Office Supplies,30,Freitag,10,2015,3,11,2015,4
2299,David Flashing,Second Class,7.78,2,0,2.0228,Home Office,West,California,Appliances                                        ,Office Supplies,11,Montag,11,2013,13,11,2013,2
2300,Saphhira Shifley,First Class,3.89,1,0,1.0114,Corporate,West,Washington,Appliances                                        ,Office Supplies,30,Freitag,9,2016,3,10,2016,3
2301,Saphhira Shifley,Standard Class,7.78,2,0,2.0228,Consumer,West,California,Appliances                                        ,Office Supplies,6,Samstag,12,2014,11,12,2014,5
2302,Katherine Nockton,Standard Class,15.56,4,0,4.0456,Consumer,East,New York,Appliances                                        ,Office Supplies,4,Dienstag,6,2013,9,6,2013,5
2303,Thomas Boland,Standard Class,1.556,2,0.8,-4.2012,Consumer,Central,Texas,Appliances                                        ,Office Supplies,11,Sonntag,9,2016,16,9,2016,5
2304,Sally Matthias,Standard Class,2.334,3,0.8,-6.3018,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,7,Samstag,3,2015,13,3,2015,6
2305,Sally Matthias,Standard Class,16.704,6,0.2,1.2528,Home Office,East,Ohio,Appliances                                        ,Office Supplies,26,Donnerstag,9,2013,30,9,2013,4
2306,Nancy Lomonaco,First Class,1.392,2,0.8,-3.7584,Consumer,Central,Texas,Appliances                                        ,Office Supplies,11,Sonntag,12,2016,13,12,2016,2
2307,Stewart Visinsky,First Class,54.96,3,0,15.9384,Corporate,Central,Indiana,Appliances                                        ,Office Supplies,20,Freitag,11,2015,23,11,2015,3
2308,Bryan Spruell,Second Class,29.312,8,0.8,-74.7456,Consumer,Central,Texas,Appliances                                        ,Office Supplies,23,Freitag,12,2016,25,12,2016,2
2309,Adam Hart,Standard Class,73.28,4,0,21.2512,Consumer,West,Washington,Appliances                                        ,Office Supplies,29,Samstag,3,2014,4,4,2014,6
2310,Quincy Jones,Standard Class,18.32,5,0.8,-46.716,Consumer,Central,Texas,Appliances                                        ,Office Supplies,23,Montag,5,2016,27,5,2016,4
2311,Quincy Jones,Standard Class,91.6,5,0,26.564,Home Office,Central,Wisconsin,Appliances                                        ,Office Supplies,28,Sonntag,8,2016,1,9,2016,4
2312,Robert Barroso,Second Class,21.984,6,0.8,-56.0592,Corporate,Central,Texas,Appliances                                        ,Office Supplies,2,Sonntag,10,2016,4,10,2016,2
2313,Robert Barroso,Standard Class,16.78,2,0,4.195,Corporate,East,New York,Appliances                                        ,Office Supplies,8,Sonntag,9,2013,12,9,2013,4
2314,Sally Hughsby,Standard Class,20.136,3,0.2,1.2585,Corporate,East,Pennsylvania,Appliances                                        ,Office Supplies,2,Mittwoch,11,2016,6,11,2016,4
2315,Ryan Crowe,Standard Class,41.95,5,0,10.4875,Home Office,East,New Jersey,Appliances                                        ,Office Supplies,8,Freitag,4,2016,14,4,2016,6
2316,Beth Thompson,First Class,83.9,10,0,20.975,Consumer,Central,Missouri,Appliances                                        ,Office Supplies,2,Mittwoch,11,2016,5,11,2016,3
2317,Beth Thompson,Standard Class,58.73,7,0,14.6825,Home Office,East,New York,Appliances                                        ,Office Supplies,26,Samstag,11,2016,30,11,2016,4
2318,Beth Thompson,Standard Class,8.39,1,0,2.0975,Corporate,East,New York,Appliances                                        ,Office Supplies,6,Samstag,9,2014,12,9,2014,6
2319,Giulietta Dortch,Second Class,34.848,2,0.2,6.534,Consumer,South,North Carolina,Appliances                                        ,Office Supplies,29,Freitag,7,2016,1,8,2016,3
2320,Alex Grayson,Standard Class,52.272,3,0.2,9.801,Corporate,East,Ohio,Appliances                                        ,Office Supplies,26,Samstag,11,2016,30,11,2016,4
2321,Jeremy Farry,Standard Class,34.848,2,0.2,6.534,Corporate,East,Pennsylvania,Appliances                                        ,Office Supplies,27,Mittwoch,5,2015,2,6,2015,6
2322,Toby Grace,Standard Class,65.34,3,0,22.869,Consumer,West,Washington,Appliances                                        ,Office Supplies,11,Freitag,12,2015,18,12,2015,7
2323,Nicole Hansen,Standard Class,8.712,2,0.8,-19.602,Corporate,Central,Texas,Appliances                                        ,Office Supplies,25,Donnerstag,6,2015,29,6,2015,4
2324,Andrew Allen,First Class,43.56,2,0,15.246,Corporate,West,California,Appliances                                        ,Office Supplies,28,Sonntag,9,2014,1,10,2014,3
2325,Muhammed Yedwab,Standard Class,208.16,1,0,56.2032,Consumer,East,New York,Appliances                                        ,Office Supplies,23,Donnerstag,5,2013,27,5,2013,4
2326,Dan Lawera,Standard Class,416.32,2,0,112.4064,Corporate,Central,South Dakota,Appliances                                        ,Office Supplies,20,Mittwoch,7,2016,25,7,2016,5
2327,Alex Russell,Standard Class,1040.8,5,0,281.016,Corporate,East,New York,Appliances                                        ,Office Supplies,24,Montag,8,2015,28,8,2015,4
2328,Natalie Webber,First Class,208.16,1,0,56.2032,Corporate,South,Alabama,Appliances                                        ,Office Supplies,13,Samstag,6,2015,16,6,2015,3
2329,Nora Price,Second Class,499.584,3,0.2,43.7136,Consumer,South,North Carolina,Appliances                                        ,Office Supplies,6,Sonntag,11,2016,9,11,2016,3
2330,Nora Price,Standard Class,333.056,2,0.2,29.1424,Consumer,South,Tennessee,Appliances                                        ,Office Supplies,15,Freitag,11,2013,21,11,2013,6
2331,Ed Ludwig,Second Class,143.952,3,0.2,14.3952,Corporate,East,Pennsylvania,Appliances                                        ,Office Supplies,26,Donnerstag,9,2013,1,10,2013,5
2332,Ed Ludwig,Standard Class,269.91,5,0.1,53.982,Consumer,Central,Michigan,Appliances                                        ,Office Supplies,9,Donnerstag,10,2014,13,10,2014,4
2333,Alice McCarthy,First Class,179.94,3,0,50.3832,Corporate,South,Virginia,Appliances                                        ,Office Supplies,15,Freitag,7,2016,17,7,2016,2
2334,Alice McCarthy,Standard Class,23.992,2,0.8,-62.3792,Consumer,Central,Illinois,Appliances                                        ,Office Supplies,21,Freitag,10,2016,25,10,2016,4
2335,Vicky Freymann,Second Class,119.96,2,0,33.5888,Consumer,West,Washington,Appliances                                        ,Office Supplies,23,Freitag,9,2016,25,9,2016,2
2336,Vicky Freymann,Standard Class,1.624,2,0.8,-4.466,Corporate,Central,Texas,Appliances                                        ,Office Supplies,8,Mittwoch,6,2016,12,6,2016,4
2337,Quincy Jones,Same Day,17.34,2,0,4.6818,Consumer,South,Louisiana,Appliances                                        ,Office Supplies,14,Freitag,8,2015,14,8,2015,0
2338,Quincy Jones,Standard Class,8.67,1,0,2.3409,Consumer,West,California,Appliances                                        ,Office Supplies,13,Mittwoch,5,2015,17,5,2015,4
2339,Sue Ann Reed,Standard Class,60.69,7,0,16.3863,Consumer,Central,Indiana,Appliances                                        ,Office Supplies,5,Mittwoch,3,2014,9,3,2014,4
2340,Sue Ann Reed,Second Class,20.808,3,0.2,1.8207,Corporate,South,Florida,Appliances                                        ,Office Supplies,1,Freitag,4,2016,4,4,2016,3
2341,Jill Stevenson,Standard Class,17.48,4,0,4.5448,Corporate,West,California,Appliances                                        ,Office Supplies,17,Donnerstag,9,2015,23,9,2015,6
2342,Cindy Chapman,Standard Class,17.48,4,0,4.5448,Consumer,East,New York,Appliances                                        ,Office Supplies,21,Donnerstag,7,2016,27,7,2016,6
2343,Penelope Sewall,Standard Class,6.992,2,0.2,0.5244,Corporate,South,Florida,Appliances                                        ,Office Supplies,24,Montag,3,2014,30,3,2014,6
2344,Sally Hughsby,Second Class,17.48,5,0.2,1.311,Corporate,East,Ohio,Appliances                                        ,Office Supplies,1,Mittwoch,6,2016,5,6,2016,4
2345,Sally Hughsby,Standard Class,24.472,7,0.2,1.8354,Consumer,South,Florida,Appliances                                        ,Office Supplies,3,Freitag,6,2016,10,6,2016,7
2346,Carlos Soltero,Standard Class,61.929,1,0.1,23.3954,Consumer,Central,Michigan,Appliances                                        ,Office Supplies,10,Donnerstag,12,2015,14,12,2015,4
2347,Carlos Soltero,Same Day,123.858,2,0.1,46.7908,Corporate,Central,Michigan,Appliances                                        ,Office Supplies,11,Dienstag,11,2014,11,11,2014,0
2348,Michael Grace,Standard Class,137.62,2,0,60.5528,Consumer,Central,Oklahoma,Appliances                                        ,Office Supplies,29,Freitag,7,2016,3,8,2016,5
2349,Michael Grace,Standard Class,247.716,4,0.1,93.5816,Consumer,Central,Michigan,Appliances                                        ,Office Supplies,20,Sonntag,1,2013,26,1,2013,6
2350,Tracy Collins,Standard Class,13.762,1,0.8,-24.7716,Corporate,Central,Texas,Appliances                                        ,Office Supplies,24,Donnerstag,11,2016,30,11,2016,6
